HouseholdID,StateRegion,Township,UrbanRural,SurveyDate,Year,HHSize,ChildrenUnder5,FemaleHeaded,WealthQuintile,HungerScore,HungerCategory,FCS,FCSCategory,DietDiversityScore,DietDiversityCategory,MonthlyFoodExpenditure,MonthlyIncome,ConflictShock,PriceShock,IDPStatus
HH03278,Chin,Township A,Urban,12/6/24,2024,2,2,Yes,Middle,2,Moderate,47,Acceptable,5,Medium,84849,135155,No,Yes,No
HH03279,Mandalay,Chanayethazan,Rural,1/1/24,2024,7,1,Yes,Richest,2,Moderate,31,Borderline,4,Medium,39924,74906,No,Yes,No
HH03280,Tanintharyi,Township B,Urban,7/9/24,2024,1,1,No,Poorest,3,Moderate,32,Borderline,3,Low,55842,93228,No,No,No
HH03281,Mon,Township B,Urban,1/3/24,2024,3,0,Yes,Poor,4,Severe,38,Acceptable,3,Low,72853,138943,No,No,No
HH03282,Kachin,Township A,Urban,12/17/24,2024,8,0,No,Poor,1,Little/None,27,Borderline,5,Medium,90722,131167,No,No,No
HH03283,Chin,Township B,Rural,9/20/24,2024,1,1,Yes,Poorest,1,Little/None,45,Acceptable,2,Low,25479,51168,No,Yes,No
HH03284,Kayah,Township B,Urban,4/15/24,2024,5,1,No,Rich,3,Moderate,60,Acceptable,2,Low,45320,111451,No,No,No
HH03285,Kayin,Township B,Rural,3/17/24,2024,8,0,No,Rich,2,Moderate,37,Acceptable,4,Medium,52956,85791,No,No,No
HH03286,Bago,Township B,Rural,12/19/24,2024,5,2,No,Middle,2,Moderate,38,Acceptable,5,Medium,52750,112062,No,No,No
HH03287,Mon,Township B,Rural,1/11/24,2024,6,1,No,Poor,3,Moderate,32,Borderline,2,Low,44133,105429,No,No,No
HH03288,Rakhine,Sittwe,Rural,2/10/24,2024,6,2,Yes,Richest,2,Moderate,48,Acceptable,5,Medium,30195,44862,Yes,Yes,Yes
HH03289,Tanintharyi,Township A,Rural,3/26/24,2024,1,1,Yes,Poorest,1,Little/None,57,Acceptable,3,Low,47124,69931,No,No,No
HH03290,Tanintharyi,Township A,Urban,10/21/24,2024,3,0,No,Middle,2,Moderate,58,Acceptable,8,High,83211,131682,No,No,No
HH03291,Yangon,North Dagon,Rural,3/2/24,2024,4,0,Yes,Rich,2,Moderate,47,Acceptable,6,Medium,23848,45450,No,No,No
HH03292,Shan,Muse,Rural,4/1/24,2024,3,2,Yes,Poor,1,Little/None,58,Acceptable,4,Medium,30398,50057,No,No,No
HH03293,Ayeyarwady,Township A,Urban,12/3/24,2024,3,2,No,Poorest,2,Moderate,54,Acceptable,4,Medium,57572,90539,No,No,No
HH03294,Kayin,Township A,Rural,4/10/24,2024,1,1,Yes,Poor,4,Severe,32,Borderline,1,Low,51829,81130,No,No,No
HH03295,Kayah,Township A,Rural,12/27/24,2024,3,2,No,Richest,3,Moderate,31,Borderline,3,Low,117503,191977,No,Yes,No
HH03296,Mon,Township A,Urban,5/27/24,2024,8,4,No,Poorest,3,Moderate,49,Acceptable,8,High,51442,89764,No,Yes,No
HH03297,Nay Pyi Taw,Township A,Urban,6/10/24,2024,7,0,Yes,Richest,4,Severe,25,Borderline,2,Low,55795,94905,No,No,No
HH03298,Kayah,Township A,Urban,5/24/24,2024,4,2,No,Rich,3,Moderate,50,Acceptable,6,Medium,76748,118215,No,Yes,No
HH03299,Chin,Township B,Urban,8/14/24,2024,7,0,Yes,Rich,4,Severe,39,Acceptable,8,High,78490,157203,Yes,No,Yes
HH03300,Kayah,Township A,Urban,3/20/24,2024,2,2,Yes,Richest,2,Moderate,39,Acceptable,7,High,65126,94941,No,Yes,No
HH03301,Chin,Township A,Urban,5/19/24,2024,5,4,Yes,Poor,3,Moderate,45,Acceptable,2,Low,79289,130284,No,No,No
HH03302,Kachin,Township A,Rural,11/14/24,2024,5,2,Yes,Poor,2,Moderate,36,Acceptable,2,Low,44542,107344,No,Yes,No
HH03303,Mon,Township A,Urban,9/5/24,2024,2,2,Yes,Poor,2,Moderate,48,Acceptable,3,Low,67094,106114,No,Yes,No
HH03304,Mandalay,Amarapura,Urban,2/15/24,2024,3,1,No,Rich,4,Severe,34,Borderline,4,Medium,52960,87335,No,No,No
HH03305,Sagaing,Township A,Rural,2/1/24,2024,4,4,Yes,Richest,4,Severe,56,Acceptable,7,High,33691,79579,Yes,No,No
HH03306,Sagaing,Township A,Rural,1/4/24,2024,4,1,Yes,Poorest,1,Little/None,47,Acceptable,4,Medium,26878,46019,No,No,No
HH03307,Sagaing,Township B,Rural,7/1/24,2024,8,0,No,Richest,2,Moderate,29,Borderline,6,Medium,50341,83565,No,No,No
HH03308,Kachin,Township B,Rural,6/25/24,2024,3,2,No,Poor,2,Moderate,52,Acceptable,4,Medium,23809,37078,No,Yes,No
HH03309,Ayeyarwady,Township B,Urban,2/13/24,2024,1,0,No,Richest,4,Severe,38,Acceptable,3,Low,74330,112418,No,No,No
HH03310,Kayah,Township A,Rural,12/25/24,2024,8,0,Yes,Richest,3,Moderate,42,Acceptable,4,Medium,43233,91928,No,No,No
HH03311,Ayeyarwady,Township A,Urban,7/13/24,2024,8,0,Yes,Middle,2,Moderate,33,Borderline,5,Medium,62958,106238,No,No,No
HH03312,Sagaing,Township B,Rural,7/22/24,2024,4,1,Yes,Poor,1,Little/None,54,Acceptable,5,Medium,49474,114619,No,Yes,No
HH03313,Magway,Township A,Rural,9/27/24,2024,1,0,No,Poorest,2,Moderate,33,Borderline,2,Low,52139,78962,No,Yes,No
HH03314,Kachin,Township B,Urban,4/6/24,2024,4,2,Yes,Poorest,3,Moderate,32,Borderline,6,Medium,74068,161848,No,No,No
HH03315,Bago,Township B,Rural,5/10/24,2024,4,4,Yes,Poor,2,Moderate,27,Borderline,4,Medium,66846,106717,No,No,No
HH03316,Mon,Township A,Rural,3/5/24,2024,6,4,Yes,Middle,4,Severe,36,Acceptable,5,Medium,67458,104556,No,No,No
HH03317,Tanintharyi,Township B,Rural,6/28/24,2024,2,0,Yes,Richest,2,Moderate,58,Acceptable,5,Medium,50004,80469,No,No,No
HH03318,Shan,Taunggyi,Urban,5/17/24,2024,3,1,No,Rich,3,Moderate,34,Borderline,3,Low,58020,143511,No,No,No
HH03319,Mandalay,Amarapura,Rural,4/13/24,2024,4,1,Yes,Richest,2,Moderate,48,Acceptable,6,Medium,43114,63280,No,Yes,No
HH03320,Sagaing,Township A,Rural,5/15/24,2024,6,4,No,Rich,3,Moderate,53,Acceptable,5,Medium,18615,39603,No,No,No
HH03321,Mandalay,Chanayethazan,Rural,12/9/24,2024,2,1,Yes,Rich,2,Moderate,52,Acceptable,4,Medium,69695,107681,No,No,No
HH03322,Kayin,Township A,Rural,4/4/24,2024,8,2,No,Poor,2,Moderate,20,Poor,3,Low,57789,84431,No,No,No
HH03323,Magway,Township B,Urban,2/9/24,2024,6,4,No,Poorest,3,Moderate,67,Acceptable,5,Medium,67660,121544,No,No,No
HH03324,Kayah,Township B,Rural,2/12/24,2024,8,1,Yes,Middle,3,Moderate,30,Borderline,3,Low,14952,30000,No,No,No
HH03325,Yangon,South Okkalapa,Urban,2/14/24,2024,7,0,Yes,Middle,4,Severe,36,Acceptable,3,Low,68051,141981,No,No,No
HH03326,Kachin,Township A,Rural,2/3/24,2024,3,3,Yes,Middle,3,Moderate,35,Acceptable,5,Medium,46139,98578,No,Yes,No
HH03327,Yangon,North Dagon,Rural,6/9/24,2024,3,3,Yes,Rich,3,Moderate,36,Acceptable,4,Medium,48279,91759,No,No,No
HH03328,Sagaing,Township A,Rural,8/3/24,2024,5,0,Yes,Middle,3,Moderate,46,Acceptable,5,Medium,76768,113991,No,No,No
HH03329,Rakhine,Maungdaw,Rural,6/28/24,2024,6,3,No,Poorest,2,Moderate,35,Acceptable,5,Medium,82349,125461,Yes,No,No
HH03330,Kayah,Township B,Urban,3/16/24,2024,3,1,No,Richest,3,Moderate,26,Borderline,5,Medium,66737,108485,No,No,No
HH03331,Sagaing,Township A,Urban,11/28/24,2024,8,1,No,Richest,1,Little/None,34,Borderline,7,High,61410,123546,Yes,No,No
HH03332,Kachin,Township B,Rural,1/26/24,2024,4,2,Yes,Richest,2,Moderate,30,Borderline,4,Medium,36791,91732,No,No,No
HH03333,Bago,Township B,Urban,9/4/24,2024,2,0,No,Middle,3,Moderate,49,Acceptable,5,Medium,93608,181882,No,No,No
HH03334,Shan,Taunggyi,Urban,5/27/24,2024,5,4,No,Poor,2,Moderate,43,Acceptable,3,Low,69506,110726,No,No,No
HH03335,Ayeyarwady,Township B,Urban,1/23/24,2024,7,1,No,Richest,4,Severe,54,Acceptable,6,Medium,56997,90525,No,Yes,No
HH03336,Rakhine,Maungdaw,Urban,5/26/24,2024,3,2,No,Middle,4,Severe,34,Borderline,7,High,41786,101888,No,No,No
HH03337,Mon,Township B,Rural,3/27/24,2024,2,2,No,Middle,3,Moderate,40,Acceptable,3,Low,51399,77643,No,No,No
HH03338,Kayin,Township B,Rural,3/17/24,2024,1,0,Yes,Rich,1,Little/None,51,Acceptable,1,Low,43567,86261,No,No,No
HH03339,Yangon,Hlaing,Rural,4/9/24,2024,5,3,No,Middle,3,Moderate,24,Borderline,7,High,40100,76101,No,No,No
HH03340,Chin,Township B,Urban,7/23/24,2024,4,4,Yes,Poor,1,Little/None,28,Borderline,4,Medium,61543,120081,No,No,No
HH03341,Mandalay,Amarapura,Rural,12/3/24,2024,1,0,Yes,Rich,2,Moderate,30,Borderline,4,Medium,61097,115371,No,Yes,No
HH03342,Mandalay,Aungmyay Thazan,Urban,11/23/24,2024,5,2,No,Rich,5,Severe,54,Acceptable,4,Medium,90680,140264,No,No,No
HH03343,Yangon,Insein,Urban,5/28/24,2024,5,4,No,Poorest,1,Little/None,45,Acceptable,3,Low,50050,85292,No,No,No
HH03344,Ayeyarwady,Township B,Urban,11/23/24,2024,4,2,No,Poor,3,Moderate,39,Acceptable,6,Medium,51117,123496,No,No,No
HH03345,Nay Pyi Taw,Township A,Urban,8/6/24,2024,8,2,No,Rich,3,Moderate,35,Acceptable,4,Medium,46667,107214,No,No,No
HH03346,Mandalay,Aungmyay Thazan,Urban,1/5/24,2024,7,2,No,Middle,4,Severe,37,Acceptable,7,High,69791,138275,No,No,No
HH03347,Yangon,South Okkalapa,Urban,2/11/24,2024,3,0,No,Poorest,3,Moderate,42,Acceptable,1,Low,50547,74818,No,No,No
HH03348,Mandalay,Amarapura,Rural,2/24/24,2024,1,1,Yes,Poorest,4,Severe,46,Acceptable,2,Low,42785,69336,No,No,No
HH03349,Kayah,Township A,Rural,7/9/24,2024,5,3,Yes,Poorest,3,Moderate,64,Acceptable,2,Low,59482,93206,No,No,No
HH03350,Ayeyarwady,Township A,Urban,10/15/24,2024,6,2,Yes,Middle,2,Moderate,23,Borderline,5,Medium,85565,151612,No,No,No
HH03351,Magway,Township A,Rural,12/6/24,2024,4,3,No,Middle,3,Moderate,47,Acceptable,3,Low,33868,80481,No,No,No
HH03352,Ayeyarwady,Township B,Rural,1/2/24,2024,8,4,Yes,Poor,2,Moderate,15,Poor,5,Medium,62401,107062,No,Yes,No
HH03353,Kayin,Township B,Urban,3/3/24,2024,1,0,Yes,Rich,3,Moderate,34,Borderline,3,Low,48319,99690,No,No,No
HH03354,Mon,Township A,Rural,11/13/24,2024,7,0,Yes,Richest,1,Little/None,46,Acceptable,3,Low,38527,86743,No,No,No
HH03355,Nay Pyi Taw,Township A,Urban,10/21/24,2024,6,3,Yes,Rich,3,Moderate,40,Acceptable,7,High,87265,148536,No,Yes,No
HH03356,Shan,Taunggyi,Urban,12/1/24,2024,1,0,No,Poorest,1,Little/None,43,Acceptable,0,Low,75268,141280,No,No,No
HH03357,Ayeyarwady,Township A,Rural,1/26/24,2024,4,3,Yes,Richest,1,Little/None,40,Acceptable,3,Low,52386,75496,No,No,No
HH03358,Shan,Muse,Rural,10/8/24,2024,3,0,No,Poorest,2,Moderate,34,Borderline,4,Medium,46132,104683,No,No,No
HH03359,Mandalay,Aungmyay Thazan,Rural,9/9/24,2024,3,3,No,Middle,2,Moderate,37,Acceptable,7,High,42169,73237,No,No,No
HH03360,Ayeyarwady,Township B,Urban,10/14/24,2024,6,0,No,Middle,1,Little/None,44,Acceptable,6,Medium,46537,109151,No,No,No
HH03361,Sagaing,Township B,Rural,6/15/24,2024,3,3,No,Rich,2,Moderate,51,Acceptable,4,Medium,51520,102702,Yes,Yes,No
HH03362,Mandalay,Aungmyay Thazan,Urban,8/19/24,2024,5,3,No,Richest,3,Moderate,46,Acceptable,8,High,94132,136767,No,No,No
HH03363,Ayeyarwady,Township A,Urban,5/11/24,2024,3,1,Yes,Poor,2,Moderate,39,Acceptable,1,Low,73728,139141,No,No,No
HH03364,Kayin,Township B,Urban,1/7/24,2024,3,3,No,Middle,2,Moderate,39,Acceptable,0,Low,65751,107128,No,Yes,No
HH03365,Nay Pyi Taw,Township B,Rural,4/8/24,2024,1,0,No,Middle,1,Little/None,45,Acceptable,3,Low,27453,60513,No,No,No
HH03366,Kachin,Township B,Urban,6/3/24,2024,7,4,No,Poor,4,Severe,56,Acceptable,1,Low,67138,99713,No,No,No
HH03367,Sagaing,Township B,Rural,12/16/24,2024,6,0,Yes,Middle,2,Moderate,45,Acceptable,6,Medium,26867,61100,No,Yes,No
HH03368,Shan,Taunggyi,Urban,12/26/24,2024,6,1,No,Rich,3,Moderate,45,Acceptable,1,Low,68582,119357,No,Yes,No
HH03369,Kayin,Township B,Rural,4/7/24,2024,5,1,Yes,Richest,1,Little/None,36,Acceptable,8,High,24732,58710,No,No,No
HH03370,Yangon,South Okkalapa,Urban,9/8/24,2024,8,1,Yes,Rich,3,Moderate,53,Acceptable,5,Medium,70666,111654,No,No,No
HH03371,Kayin,Township B,Urban,2/2/24,2024,4,1,No,Poorest,2,Moderate,67,Acceptable,5,Medium,55192,105569,No,Yes,No
HH03372,Yangon,North Dagon,Urban,11/7/24,2024,5,0,Yes,Rich,2,Moderate,53,Acceptable,3,Low,56109,127555,No,Yes,No
HH03373,Chin,Township A,Urban,4/22/24,2024,2,2,Yes,Richest,4,Severe,42,Acceptable,7,High,101227,167544,Yes,No,No
HH03374,Kayah,Township A,Rural,11/16/24,2024,1,1,No,Poor,1,Little/None,25,Borderline,7,High,24697,55067,No,No,No
HH03375,Mon,Township B,Urban,8/14/24,2024,7,4,Yes,Rich,3,Moderate,38,Acceptable,5,Medium,85569,134782,No,Yes,No
HH03376,Ayeyarwady,Township B,Rural,5/24/24,2024,3,0,No,Rich,2,Moderate,60,Acceptable,6,Medium,43875,93868,No,No,No
HH03377,Mandalay,Aungmyay Thazan,Rural,10/22/24,2024,3,3,No,Poorest,1,Little/None,33,Borderline,6,Medium,38721,76896,No,Yes,No
HH03378,Yangon,Insein,Rural,4/21/24,2024,7,4,No,Richest,3,Moderate,36,Acceptable,10,High,73612,111833,No,Yes,No
HH03379,Yangon,Insein,Urban,11/26/24,2024,1,0,No,Richest,5,Severe,38,Acceptable,4,Medium,38496,55814,No,No,No
HH03380,Magway,Township A,Urban,2/23/24,2024,6,0,Yes,Poor,3,Moderate,39,Acceptable,3,Low,97502,159708,No,Yes,No
HH03381,Mandalay,Chanayethazan,Rural,6/26/24,2024,6,0,Yes,Poor,3,Moderate,50,Acceptable,5,Medium,20146,30000,No,Yes,No
HH03382,Bago,Township B,Rural,12/21/24,2024,7,0,No,Rich,1,Little/None,56,Acceptable,4,Medium,43837,63212,No,Yes,No
HH03383,Sagaing,Township B,Rural,8/3/24,2024,5,4,No,Poor,1,Little/None,14,Poor,7,High,46439,79906,Yes,No,No
HH03384,Kayah,Township A,Urban,9/11/24,2024,3,2,Yes,Rich,2,Moderate,55,Acceptable,6,Medium,76418,131719,No,No,No
HH03385,Kayin,Township A,Rural,6/19/24,2024,7,1,No,Middle,2,Moderate,30,Borderline,4,Medium,56214,85129,No,Yes,No
HH03386,Rakhine,Maungdaw,Urban,10/20/24,2024,5,4,No,Richest,2,Moderate,33,Borderline,4,Medium,50653,116250,Yes,Yes,No
HH03387,Tanintharyi,Township B,Rural,6/14/24,2024,6,1,Yes,Rich,3,Moderate,35,Acceptable,4,Medium,28619,71007,No,Yes,No
HH03388,Magway,Township A,Urban,1/5/24,2024,2,0,Yes,Rich,3,Moderate,55,Acceptable,2,Low,72602,156986,No,No,No
HH03389,Bago,Township B,Urban,11/24/24,2024,3,2,No,Rich,3,Moderate,46,Acceptable,4,Medium,43455,91559,No,Yes,No
HH03390,Yangon,Insein,Urban,12/7/24,2024,5,4,No,Middle,3,Moderate,32,Borderline,2,Low,61608,124966,No,No,No
HH03391,Mon,Township A,Rural,11/13/24,2024,1,0,Yes,Poorest,2,Moderate,50,Acceptable,2,Low,49248,116340,No,No,No
HH03392,Sagaing,Township B,Rural,12/24/24,2024,1,1,Yes,Poor,4,Severe,23,Borderline,6,Medium,30383,68226,No,Yes,No
HH03393,Shan,Muse,Urban,11/16/24,2024,6,4,No,Middle,2,Moderate,36,Acceptable,4,Medium,56600,117485,Yes,No,No
HH03394,Shan,Taunggyi,Urban,8/4/24,2024,7,2,No,Richest,2,Moderate,15,Poor,1,Low,71517,128418,Yes,Yes,No
HH03395,Ayeyarwady,Township A,Rural,7/14/24,2024,5,2,No,Poor,1,Little/None,40,Acceptable,5,Medium,55732,111537,No,No,No
HH03396,Chin,Township B,Urban,12/25/24,2024,6,1,Yes,Middle,1,Little/None,31,Borderline,6,Medium,63515,127355,Yes,Yes,No
HH03397,Mandalay,Aungmyay Thazan,Rural,9/26/24,2024,5,3,No,Poorest,3,Moderate,38,Acceptable,4,Medium,65705,117473,No,No,No
HH03398,Nay Pyi Taw,Township A,Rural,5/8/24,2024,5,2,Yes,Richest,3,Moderate,49,Acceptable,4,Medium,22241,40083,No,No,No
HH03399,Mandalay,Chanayethazan,Urban,9/2/24,2024,7,1,No,Poorest,3,Moderate,35,Acceptable,4,Medium,62416,97315,No,Yes,No
HH03400,Kachin,Township B,Rural,7/26/24,2024,3,2,Yes,Middle,4,Severe,38,Acceptable,5,Medium,35672,77072,No,No,No
HH03401,Chin,Township B,Rural,9/13/24,2024,6,1,Yes,Poor,2,Moderate,47,Acceptable,5,Medium,60856,88800,No,No,No
HH03402,Bago,Township A,Urban,9/15/24,2024,2,0,Yes,Poor,0,Little/None,45,Acceptable,1,Low,58714,104827,No,Yes,No
HH03403,Sagaing,Township B,Rural,7/14/24,2024,1,1,Yes,Poor,2,Moderate,39,Acceptable,3,Low,41403,62710,No,Yes,No
HH03404,Sagaing,Township B,Rural,12/19/24,2024,2,2,Yes,Rich,4,Severe,45,Acceptable,5,Medium,62445,89878,Yes,Yes,No
HH03405,Kachin,Township A,Rural,12/11/24,2024,6,4,No,Richest,2,Moderate,34,Borderline,3,Low,20058,30000,No,No,No
HH03406,Yangon,Hlaing,Urban,1/26/24,2024,5,0,No,Richest,1,Little/None,45,Acceptable,5,Medium,72901,162495,No,No,No
HH03407,Chin,Township A,Rural,3/28/24,2024,7,3,Yes,Poorest,3,Moderate,41,Acceptable,5,Medium,55697,108545,No,No,No
HH03408,Tanintharyi,Township A,Urban,3/19/24,2024,6,3,Yes,Richest,2,Moderate,31,Borderline,3,Low,71751,152458,No,Yes,No
HH03409,Nay Pyi Taw,Township A,Urban,3/28/24,2024,5,2,No,Poorest,2,Moderate,43,Acceptable,3,Low,82757,126775,No,No,No
HH03410,Kayah,Township B,Urban,7/24/24,2024,2,2,No,Richest,4,Severe,36,Acceptable,6,Medium,64721,147105,No,No,No
HH03411,Mon,Township A,Urban,7/21/24,2024,6,0,No,Middle,4,Severe,40,Acceptable,5,Medium,46563,111960,No,Yes,No
HH03412,Kayah,Township A,Rural,9/15/24,2024,2,2,No,Rich,3,Moderate,53,Acceptable,7,High,35654,56175,No,Yes,No
HH03413,Kachin,Township A,Rural,10/5/24,2024,4,1,No,Poorest,2,Moderate,45,Acceptable,6,Medium,67187,120503,No,No,No
HH03414,Nay Pyi Taw,Township A,Rural,2/5/24,2024,4,1,Yes,Poorest,3,Moderate,22,Borderline,4,Medium,86589,134370,No,No,No
HH03415,Sagaing,Township B,Urban,3/2/24,2024,5,0,Yes,Poor,5,Severe,22,Borderline,5,Medium,54390,100036,No,No,No
HH03416,Nay Pyi Taw,Township B,Rural,6/17/24,2024,6,3,Yes,Rich,2,Moderate,21,Borderline,9,High,42053,85686,No,Yes,No
HH03417,Kachin,Township B,Rural,2/3/24,2024,3,3,Yes,Poorest,3,Moderate,50,Acceptable,4,Medium,23362,46693,No,No,No
HH03418,Nay Pyi Taw,Township A,Rural,10/27/24,2024,6,0,No,Middle,4,Severe,32,Borderline,4,Medium,54551,82250,No,No,No
HH03419,Kayah,Township A,Urban,2/18/24,2024,7,0,Yes,Richest,2,Moderate,46,Acceptable,1,Low,59502,124508,No,Yes,No
HH03420,Kayah,Township A,Urban,11/20/24,2024,4,1,Yes,Poor,2,Moderate,41,Acceptable,5,Medium,32822,60801,No,Yes,No
HH03421,Mon,Township B,Urban,1/14/24,2024,3,1,Yes,Middle,3,Moderate,47,Acceptable,4,Medium,40672,76931,No,No,No
HH03422,Tanintharyi,Township B,Urban,1/19/24,2024,7,0,No,Richest,5,Severe,41,Acceptable,3,Low,71019,122712,No,Yes,No
HH03423,Sagaing,Township B,Urban,6/6/24,2024,2,0,Yes,Poorest,2,Moderate,44,Acceptable,7,High,52368,83324,No,No,No
HH03424,Kachin,Township A,Rural,5/25/24,2024,2,2,Yes,Middle,4,Severe,40,Acceptable,5,Medium,39300,75540,No,Yes,No
HH03425,Shan,Muse,Urban,9/23/24,2024,2,2,No,Poorest,3,Moderate,49,Acceptable,3,Low,64337,99864,Yes,No,No
HH03426,Chin,Township B,Rural,10/11/24,2024,5,2,No,Poorest,2,Moderate,36,Acceptable,7,High,35698,80357,No,Yes,No
HH03427,Rakhine,Maungdaw,Urban,7/27/24,2024,3,3,No,Middle,4,Severe,44,Acceptable,6,Medium,79041,149111,Yes,No,No
HH03428,Mon,Township B,Urban,8/9/24,2024,3,2,Yes,Middle,3,Moderate,33,Borderline,4,Medium,64742,110785,No,Yes,No
HH03429,Mon,Township A,Rural,10/12/24,2024,8,3,No,Poor,4,Severe,49,Acceptable,2,Low,59910,87761,No,Yes,No
HH03430,Chin,Township B,Rural,7/25/24,2024,7,4,Yes,Richest,1,Little/None,47,Acceptable,6,Medium,49460,74238,No,Yes,No
HH03431,Kayah,Township B,Rural,8/5/24,2024,7,0,No,Middle,2,Moderate,39,Acceptable,7,High,74023,125432,No,No,No
HH03432,Bago,Township B,Urban,3/26/24,2024,7,1,No,Rich,2,Moderate,32,Borderline,7,High,82860,132410,No,Yes,No
HH03433,Shan,Muse,Rural,3/25/24,2024,7,3,Yes,Poor,3,Moderate,50,Acceptable,3,Low,72107,103320,Yes,No,No
HH03434,Bago,Township B,Rural,11/2/24,2024,2,1,No,Rich,2,Moderate,34,Borderline,5,Medium,94860,137243,No,Yes,No
HH03435,Magway,Township B,Rural,1/6/24,2024,2,1,No,Poor,3,Moderate,41,Acceptable,2,Low,32121,48934,No,Yes,No
HH03436,Yangon,Insein,Rural,3/9/24,2024,3,1,No,Poor,3,Moderate,40,Acceptable,7,High,30722,56385,No,Yes,No
HH03437,Yangon,South Okkalapa,Urban,1/17/24,2024,6,4,No,Richest,3,Moderate,63,Acceptable,5,Medium,55977,114658,No,No,No
HH03438,Kayah,Township B,Urban,2/12/24,2024,1,1,Yes,Poorest,2,Moderate,37,Acceptable,4,Medium,63896,133765,No,No,No
HH03439,Nay Pyi Taw,Township A,Rural,4/25/24,2024,2,0,Yes,Richest,3,Moderate,34,Borderline,5,Medium,67314,112049,No,Yes,No
HH03440,Nay Pyi Taw,Township B,Urban,6/20/24,2024,4,2,Yes,Poor,4,Severe,39,Acceptable,4,Medium,47808,107364,No,Yes,No
HH03441,Yangon,Hlaing,Urban,10/3/24,2024,3,2,No,Poor,2,Moderate,49,Acceptable,0,Low,53017,83922,No,No,No
HH03442,Shan,Muse,Urban,5/28/24,2024,1,1,Yes,Middle,4,Severe,39,Acceptable,6,Medium,51475,121857,No,No,No
HH03443,Chin,Township B,Rural,10/25/24,2024,3,2,Yes,Poor,1,Little/None,56,Acceptable,3,Low,33178,56425,Yes,Yes,No
HH03444,Kayin,Township A,Urban,4/16/24,2024,2,2,Yes,Poorest,2,Moderate,43,Acceptable,4,Medium,80686,131421,No,No,No
HH03445,Shan,Muse,Urban,5/6/24,2024,7,2,No,Richest,1,Little/None,41,Acceptable,5,Medium,66987,129115,No,No,No
HH03446,Bago,Township A,Rural,6/17/24,2024,8,3,No,Middle,1,Little/None,45,Acceptable,2,Low,70371,107730,No,No,No
HH03447,Bago,Township A,Rural,9/17/24,2024,3,1,No,Poor,2,Moderate,33,Borderline,2,Low,50951,81010,No,Yes,No
HH03448,Sagaing,Township A,Urban,11/11/24,2024,4,2,Yes,Poorest,3,Moderate,29,Borderline,5,Medium,84679,120976,No,No,No
HH03449,Rakhine,Sittwe,Urban,6/2/24,2024,4,2,No,Middle,3,Moderate,45,Acceptable,7,High,71659,104308,Yes,No,Yes
HH03450,Magway,Township A,Urban,5/15/24,2024,7,3,No,Rich,3,Moderate,35,Acceptable,5,Medium,45142,83607,No,No,No
HH03451,Yangon,Hlaing,Urban,9/18/24,2024,8,2,No,Richest,4,Severe,61,Acceptable,5,Medium,87464,133764,No,No,No
HH03452,Yangon,Insein,Urban,11/16/24,2024,6,1,Yes,Poor,2,Moderate,21,Borderline,1,Low,58614,114049,No,No,No
HH03453,Bago,Township B,Urban,2/12/24,2024,3,3,Yes,Poorest,4,Severe,58,Acceptable,2,Low,75346,152292,No,No,No
HH03454,Kachin,Township B,Rural,12/3/24,2024,5,2,Yes,Poorest,2,Moderate,42,Acceptable,4,Medium,31518,77659,No,No,No
HH03455,Kayah,Township A,Rural,2/9/24,2024,5,2,Yes,Richest,3,Moderate,27,Borderline,4,Medium,42357,62851,No,No,No
HH03456,Mon,Township B,Rural,6/23/24,2024,8,2,No,Poor,2,Moderate,49,Acceptable,4,Medium,39560,93799,No,Yes,No
HH03457,Mon,Township B,Urban,2/22/24,2024,6,1,Yes,Poor,5,Severe,35,Acceptable,2,Low,61911,134585,No,No,No
HH03458,Shan,Muse,Urban,10/14/24,2024,8,0,Yes,Poorest,3,Moderate,39,Acceptable,4,Medium,60689,102627,No,No,No
HH03459,Shan,Muse,Urban,5/10/24,2024,8,2,No,Richest,2,Moderate,41,Acceptable,8,High,32747,78006,No,No,No
HH03460,Yangon,Hlaing,Rural,9/13/24,2024,1,0,Yes,Middle,3,Moderate,31,Borderline,2,Low,45961,81991,No,No,No
HH03461,Kayin,Township B,Rural,4/15/24,2024,7,1,Yes,Rich,2,Moderate,42,Acceptable,7,High,34652,71516,No,No,No
HH03462,Mon,Township A,Urban,4/4/24,2024,3,1,Yes,Poor,1,Little/None,57,Acceptable,5,Medium,51357,80341,No,No,No
HH03463,Tanintharyi,Township B,Urban,8/1/24,2024,5,3,Yes,Poorest,3,Moderate,42,Acceptable,7,High,48564,104744,No,No,No
HH03464,Yangon,Insein,Rural,9/15/24,2024,5,3,No,Rich,2,Moderate,37,Acceptable,7,High,47360,104588,No,Yes,No
HH03465,Magway,Township A,Urban,7/13/24,2024,7,2,No,Poorest,3,Moderate,43,Acceptable,5,Medium,53886,92740,No,Yes,No
HH03466,Magway,Township B,Urban,3/28/24,2024,3,0,Yes,Richest,2,Moderate,55,Acceptable,6,Medium,63636,93785,No,Yes,No
HH03467,Mon,Township A,Rural,9/6/24,2024,8,4,No,Rich,4,Severe,51,Acceptable,5,Medium,23916,42051,No,Yes,No
HH03468,Sagaing,Township A,Urban,4/28/24,2024,1,1,No,Richest,3,Moderate,37,Acceptable,5,Medium,47560,95619,No,No,No
